ensembl_id,gene_length_bp
ENSG00000104886,4736
ENSG00000104888,6013
ENSG00000104889,2039
ENSG00000104892,3654
ENSG00000104894,4161
ENSG00000104897,3131
ENSG00000104899,2587
ENSG00000104901,1461
ENSG00000104903,3119
ENSG00000104904,3457
ENSG00000104907,3364
ENSG00000104915,1796
ENSG00000104918,514
ENSG00000104921,2367
ENSG00000104936,5807
ENSG00000104938,4066
ENSG00000104941,2547
ENSG00000104946,4731
ENSG00000104951,2563
ENSG00000104953,3647
ENSG00000104957,3307
ENSG00000104960,5962
ENSG00000104964,5298
ENSG00000104967,8684
ENSG00000104969,3801
ENSG00000104970,5199
ENSG00000104972,5078
ENSG00000104973,6116
ENSG00000104974,3587
ENSG00000104976,2000
ENSG00000104979,1174
ENSG00000104980,4888
ENSG00000104983,2704
ENSG00000104998,2677
ENSG00000105011,2304
ENSG00000105048,2171
ENSG00000105053,9796
ENSG00000105058,1921
ENSG00000105063,6583
ENSG00000105072,4421
ENSG00000105085,5330
ENSG00000105088,2500
ENSG00000105122,4681
ENSG00000105127,4296
ENSG00000105131,2034
ENSG00000105135,5615
ENSG00000105136,6591
ENSG00000105137,3965
ENSG00000105141,3499
ENSG00000105143,7646
ENSG00000105146,1741
ENSG00000105171,6574
ENSG00000105173,2568
ENSG00000105176,4528
ENSG00000105185,2253
ENSG00000105186,7855
ENSG00000105193,2603
ENSG00000105197,6908
ENSG00000105198,688
ENSG00000105202,2173
ENSG00000105204,3192
ENSG00000105205,635
ENSG00000105219,2039
ENSG00000105220,9112
ENSG00000105221,15035
ENSG00000105223,5184
ENSG00000105227,5767
ENSG00000105229,3646
ENSG00000105245,5037
ENSG00000105246,1284
ENSG00000105248,1671
ENSG00000105251,2811
ENSG00000105254,3326
ENSG00000105255,3111
ENSG00000105258,1269
ENSG00000105261,879
ENSG00000105270,3772
ENSG00000105278,5944
ENSG00000105281,3332
ENSG00000105287,5446
ENSG00000105289,4259
ENSG00000105290,3656
ENSG00000105298,5952
ENSG00000105321,3407
ENSG00000105323,6537
ENSG00000105325,5802
ENSG00000105327,3178
ENSG00000105329,3238
ENSG00000105339,14670
ENSG00000105341,4381
ENSG00000105352,1364
ENSG00000105355,2813
ENSG00000105357,9933
ENSG00000105364,4070
ENSG00000105366,3171
ENSG00000105369,1503
ENSG00000105370,988
ENSG00000105371,1427
ENSG00000105372,3805
ENSG00000105373,5341
ENSG00000105374,935
ENSG00000105376,3906
ENSG00000105379,6526
ENSG00000105383,5975
ENSG00000105388,3351
ENSG00000105392,6324
ENSG00000105393,2632
ENSG00000105397,6687
ENSG00000105398,1987
ENSG00000105401,3041
ENSG00000105402,5839
ENSG00000105404,1999
ENSG00000105409,5069
ENSG00000105419,5122
ENSG00000105426,9460
ENSG00000105427,603
ENSG00000105428,1442
ENSG00000105429,11372
ENSG00000105438,2251
ENSG00000105443,9509
ENSG00000105447,5763
ENSG00000105464,5093
ENSG00000105467,1240
ENSG00000105472,1468
ENSG00000105479,4299
ENSG00000105483,12894
ENSG00000105486,6572
ENSG00000105492,2573
ENSG00000105497,4626
ENSG00000105499,6613
ENSG00000105501,3319
ENSG00000105507,1501
ENSG00000105509,2241
ENSG00000105514,4417
ENSG00000105516,6544
ENSG00000105518,1606
ENSG00000105519,4097
ENSG00000105520,3273
ENSG00000105523,2529
ENSG00000105538,4149
ENSG00000105549,2070
ENSG00000105550,1312
ENSG00000105552,4553
ENSG00000105556,3738
ENSG00000105559,3851
ENSG00000105568,5338
ENSG00000105576,7029
ENSG00000105583,2656
ENSG00000105605,2800
ENSG00000105607,4136
ENSG00000105609,6048
ENSG00000105610,1592
ENSG00000105612,2389
ENSG00000105613,6533
ENSG00000105617,1542
ENSG00000105618,2616
ENSG00000105619,1240
ENSG00000105639,6813
ENSG00000105640,3527
ENSG00000105641,3652
ENSG00000105642,3972
ENSG00000105643,4637
ENSG00000105647,4524
ENSG00000105649,1818
ENSG00000105650,8532
ENSG00000105655,3284
ENSG00000105656,4929
ENSG00000105662,6826
ENSG00000105664,3100
ENSG00000105668,1321
ENSG00000105669,2885
ENSG00000105671,2774
ENSG00000105672,2152
ENSG00000105675,3889
ENSG00000105676,3495
ENSG00000105677,1932
ENSG00000105679,1519
ENSG00000105695,2957
ENSG00000105696,2626
ENSG00000105697,3010
ENSG00000105698,4952
ENSG00000105699,2916
ENSG00000105700,4112
ENSG00000105701,2902
ENSG00000105705,5356
ENSG00000105707,3380
ENSG00000105708,2949
ENSG00000105711,4625
ENSG00000105717,2548
ENSG00000105722,3295
ENSG00000105723,4126
ENSG00000105726,8376
ENSG00000105732,4666
ENSG00000105737,5014
ENSG00000105738,10335
ENSG00000105750,4668
ENSG00000105755,1604
ENSG00000105767,2246
ENSG00000105771,4770
ENSG00000105778,14928
ENSG00000105784,4710
ENSG00000105792,9139
ENSG00000105793,10436
ENSG00000105808,7745
ENSG00000105810,12260
ENSG00000105819,4835
ENSG00000105821,6564
ENSG00000105825,2663
ENSG00000105829,5247
ENSG00000105835,9049
ENSG00000105849,3997
ENSG00000105851,5930
ENSG00000105852,4040
ENSG00000105854,3712
ENSG00000105855,15156
ENSG00000105856,6351
ENSG00000105865,5436
ENSG00000105866,6234
ENSG00000105875,6063
ENSG00000105877,15992
ENSG00000105879,5481
ENSG00000105880,1895
ENSG00000105887,3775
ENSG00000105889,2316
ENSG00000105894,1713
ENSG00000105926,9369
ENSG00000105928,9537
ENSG00000105929,4034
ENSG00000105939,8235
ENSG00000105948,4999
ENSG00000105953,5209
ENSG00000105954,1190
ENSG00000105963,5060
ENSG00000105967,8644
ENSG00000105968,4749
ENSG00000105971,6640
ENSG00000105974,4077
ENSG00000105976,7109
ENSG00000105982,4371
ENSG00000105983,11813
ENSG00000105989,3005
ENSG00000105991,2539
ENSG00000105993,14981
ENSG00000105996,2066
ENSG00000105997,4306
ENSG00000106003,3372
ENSG00000106004,1707
ENSG00000106006,1285
ENSG00000106009,6639
ENSG00000106012,9207
ENSG00000106013,1631
ENSG00000106018,5222
ENSG00000106025,3366
ENSG00000106028,4961
ENSG00000106031,4664
ENSG00000106034,7705
ENSG00000106038,3110
ENSG00000106049,2323
ENSG00000106052,8661
ENSG00000106066,3340
ENSG00000106069,10853
ENSG00000106070,9944
ENSG00000106077,2289
ENSG00000106078,14304
ENSG00000106080,5326
ENSG00000106086,10192
ENSG00000106089,3693
ENSG00000106100,6820
ENSG00000106105,4152
ENSG00000106113,3416
ENSG00000106123,5355
ENSG00000106125,7336
ENSG00000106128,3063
ENSG00000106144,8020
ENSG00000106153,1132
ENSG00000106178,617
ENSG00000106211,1634
ENSG00000106236,3016
ENSG00000106244,2854
ENSG00000106245,2381
ENSG00000106246,5914
ENSG00000106258,6731
ENSG00000106261,10299
ENSG00000106263,8998
ENSG00000106266,5773
ENSG00000106268,2006
ENSG00000106278,9917
ENSG00000106290,4086
ENSG00000106299,4435
ENSG00000106302,2738
ENSG00000106304,3031
ENSG00000106305,1838
ENSG00000106327,5065
ENSG00000106328,3214
ENSG00000106330,1726
ENSG00000106331,2596
ENSG00000106333,3532
ENSG00000106336,3353
ENSG00000106341,2384
ENSG00000106344,15866
ENSG00000106346,7072
ENSG00000106348,3662
ENSG00000106351,5478
ENSG00000106355,4694
ENSG00000106366,3190
ENSG00000106367,1539
ENSG00000106384,2218
ENSG00000106392,7805
ENSG00000106397,5671
ENSG00000106399,3232
ENSG00000106400,5510
ENSG00000106404,2893
ENSG00000106410,2113
ENSG00000106415,6885
ENSG00000106436,1009
ENSG00000106443,8727
ENSG00000106459,4125
ENSG00000106460,13867
ENSG00000106462,4522
ENSG00000106477,12566
ENSG00000106479,8430
ENSG00000106483,3597
ENSG00000106484,4624
ENSG00000106511,2500
ENSG00000106524,2854
ENSG00000106526,6448
ENSG00000106536,8231
ENSG00000106537,2224
ENSG00000106538,1919
ENSG00000106541,2845
ENSG00000106546,6661
ENSG00000106554,3718
ENSG00000106560,2097
ENSG00000106565,1979
ENSG00000106571,9239
ENSG00000106588,5332
ENSG00000106591,3534
ENSG00000106603,11820
ENSG00000106605,1819
ENSG00000106608,7844
ENSG00000106609,5086
ENSG00000106615,3535
ENSG00000106617,6740
ENSG00000106624,4955
ENSG00000106628,3667
ENSG00000106631,1458
ENSG00000106633,4120
ENSG00000106635,3542
ENSG00000106636,3707
ENSG00000106638,5067
ENSG00000106648,3325
ENSG00000106665,7315
ENSG00000106682,3191
ENSG00000106683,6902
ENSG00000106686,9555
ENSG00000106688,3998
ENSG00000106689,2655
ENSG00000106692,8032
ENSG00000106701,9877
ENSG00000106714,9525
ENSG00000106723,4914
ENSG00000106733,3865
ENSG00000106771,9484
ENSG00000106772,14801
ENSG00000106780,6433
ENSG00000106785,5533
ENSG00000106789,5717
ENSG00000106799,6844
ENSG00000106803,1190
ENSG00000106804,6530
ENSG00000106809,3321
ENSG00000106819,2487
ENSG00000106823,4350
ENSG00000106829,8075
ENSG00000106852,5748
ENSG00000106853,3722
ENSG00000106868,4183
ENSG00000106927,2041
ENSG00000106948,10601
ENSG00000106952,2348
ENSG00000106976,5585
ENSG00000106991,3710
ENSG00000106992,2667
ENSG00000106993,3949
ENSG00000107014,1278
ENSG00000107018,1102
ENSG00000107020,1493
ENSG00000107021,3982
ENSG00000107036,8591
ENSG00000107077,10322
ENSG00000107099,13782
ENSG00000107104,11285
ENSG00000107105,5140
ENSG00000107130,5128
ENSG00000107140,3233
ENSG00000107147,9275
ENSG00000107159,1670
ENSG00000107164,5507
ENSG00000107165,3741
ENSG00000107175,1903
ENSG00000107185,7180
ENSG00000107186,11273
ENSG00000107187,2579
ENSG00000107201,5225
ENSG00000107223,1200
ENSG00000107242,4673
ENSG00000107249,11558
ENSG00000107262,7108
ENSG00000107263,7123
ENSG00000107281,2737
ENSG00000107282,6534
ENSG00000107290,12140
ENSG00000107295,2869
ENSG00000107317,2378
ENSG00000107331,11508
ENSG00000107338,2841
ENSG00000107341,4075
ENSG00000107362,2959
ENSG00000107371,3023
ENSG00000107372,7065
ENSG00000107404,3486
ENSG00000107438,2239
ENSG00000107443,4148
ENSG00000107447,2040
ENSG00000107485,3253
ENSG00000107518,9822
ENSG00000107521,5277
ENSG00000107537,3381
ENSG00000107551,9481
ENSG00000107554,8634
ENSG00000107560,6169
ENSG00000107562,6380
ENSG00000107566,5792
ENSG00000107581,6048
ENSG00000107593,3073
ENSG00000107611,13168
ENSG00000107614,10535
ENSG00000107618,4276
ENSG00000107623,2458
ENSG00000107625,2691
ENSG00000107643,9613
ENSG00000107651,5684
ENSG00000107669,5690
ENSG00000107672,3546
ENSG00000107679,13780
ENSG00000107719,4555
ENSG00000107731,6841
ENSG00000107736,17359
ENSG00000107738,5128
ENSG00000107742,6572
ENSG00000107745,4254
ENSG00000107758,5303
ENSG00000107771,8420
ENSG00000107779,11360
ENSG00000107789,3016
ENSG00000107796,3027
ENSG00000107798,4940
ENSG00000107807,4425
ENSG00000107815,3508
ENSG00000107816,6547
ENSG00000107819,4628
ENSG00000107821,3613
ENSG00000107829,5036
ENSG00000107831,1317
ENSG00000107833,928
ENSG00000107854,6157
ENSG00000107859,1391
ENSG00000107862,6641
ENSG00000107863,10739
ENSG00000107864,7895
ENSG00000107872,2593
ENSG00000107874,1412
ENSG00000107882,6865
ENSG00000107890,8241
ENSG00000107897,4339
ENSG00000107902,4064
ENSG00000107929,10125
ENSG00000107937,6161
ENSG00000107938,7741
ENSG00000107949,4499
ENSG00000107951,8382
ENSG00000107954,4961
ENSG00000107957,12436
ENSG00000107959,6949
ENSG00000107960,1617
ENSG00000107968,3601
ENSG00000107984,2206
ENSG00000108001,4623
ENSG00000108010,2275
ENSG00000108018,9961
ENSG00000108021,10960
ENSG00000108039,6691
ENSG00000108055,4275
ENSG00000108061,4433
ENSG00000108064,5606
ENSG00000108091,7345
ENSG00000108094,4992
ENSG00000108100,4998
ENSG00000108106,1249
ENSG00000108107,6927
ENSG00000108175,10735
ENSG00000108176,2117
ENSG00000108179,2674
ENSG00000108187,5172
ENSG00000108219,17883
ENSG00000108231,2854
ENSG00000108239,6921
ENSG00000108242,2545
ENSG00000108244,2902
ENSG00000108255,794
ENSG00000108256,10850
ENSG00000108262,5635
ENSG00000108264,5654
ENSG00000108270,4714
ENSG00000108272,5462
ENSG00000108278,6688
ENSG00000108292,13315
ENSG00000108294,1179
ENSG00000108296,3848
ENSG00000108298,2368
ENSG00000108306,3261
ENSG00000108309,4905
ENSG00000108312,6993
ENSG00000108342,2220
ENSG00000108344,4964
ENSG00000108349,6380
ENSG00000108352,5710
ENSG00000108370,3664
ENSG00000108375,7505
ENSG00000108379,4334
ENSG00000108381,5854
ENSG00000108384,3349
ENSG00000108387,8012
ENSG00000108389,7467
ENSG00000108395,5482
ENSG00000108405,3970
ENSG00000108406,6092
ENSG00000108417,1475
ENSG00000108423,3320
ENSG00000108424,7678
ENSG00000108433,5438
ENSG00000108439,2861
ENSG00000108443,7647
ENSG00000108448,4329
ENSG00000108465,6070
ENSG00000108468,3087
ENSG00000108469,8766
ENSG00000108474,4929
ENSG00000108479,2891
ENSG00000108506,7129
ENSG00000108509,6012
ENSG00000108510,12677
ENSG00000108511,4078
ENSG00000108515,4292
ENSG00000108518,1987
ENSG00000108523,2744
ENSG00000108528,2669
ENSG00000108551,1748
ENSG00000108556,2641
ENSG00000108557,9696
ENSG00000108559,5294
ENSG00000108561,2335
ENSG00000108576,6983
ENSG00000108578,5122
ENSG00000108582,12532
ENSG00000108587,9855
ENSG00000108588,4537
ENSG00000108590,2103
ENSG00000108591,7411
ENSG00000108592,5212
ENSG00000108599,4848
ENSG00000108602,3918
ENSG00000108604,3731
ENSG00000108622,3243
ENSG00000108639,4074
ENSG00000108641,3522
ENSG00000108651,6445
ENSG00000108654,7319
ENSG00000108666,2821
ENSG00000108669,7754
ENSG00000108671,7200
ENSG00000108679,3584
ENSG00000108684,5597
ENSG00000108688,863
ENSG00000108691,1137
ENSG00000108700,1261
ENSG00000108702,592
ENSG00000108733,2853
ENSG00000108753,5960
ENSG00000108759,1750
ENSG00000108771,3843
ENSG00000108773,3769
ENSG00000108774,2734
ENSG00000108784,3004
ENSG00000108786,5658
ENSG00000108788,4259
ENSG00000108797,6045
ENSG00000108798,2456
ENSG00000108799,6992
ENSG00000108813,3211
ENSG00000108819,4290
ENSG00000108821,9819
ENSG00000108823,2452
ENSG00000108825,2383
ENSG00000108826,3027
ENSG00000108828,3501
ENSG00000108829,4570
ENSG00000108830,4360
ENSG00000108839,2616
ENSG00000108840,7618
ENSG00000108846,9614
ENSG00000108848,8151
ENSG00000108849,987
ENSG00000108852,5875
ENSG00000108854,6961
ENSG00000108861,5012
ENSG00000108878,1262
ENSG00000108883,10375
ENSG00000108924,6602
ENSG00000108932,4056
ENSG00000108946,6798
ENSG00000108947,3222
ENSG00000108950,6203
ENSG00000108953,3847
ENSG00000108960,3177
ENSG00000108961,1577
ENSG00000108963,5757
ENSG00000108984,6125
ENSG00000109016,5544
ENSG00000109046,6307
ENSG00000109047,2921
ENSG00000109061,6024
ENSG00000109062,2315
ENSG00000109063,6686
ENSG00000109065,4049
ENSG00000109066,4983
ENSG00000109072,3092
ENSG00000109079,3889
ENSG00000109083,3226
ENSG00000109084,3030
ENSG00000109089,3536
ENSG00000109099,2920
ENSG00000109101,3637
ENSG00000109103,5128
ENSG00000109107,2928
ENSG00000109111,10615
ENSG00000109113,3328
ENSG00000109118,12227
ENSG00000109132,3090
ENSG00000109133,8240
ENSG00000109158,12131
ENSG00000109163,2164
ENSG00000109171,6524
ENSG00000109180,4714
ENSG00000109181,1931
ENSG00000109182,3138
ENSG00000109184,7625
ENSG00000109189,8917
ENSG00000109193,2304
ENSG00000109205,1562
ENSG00000109208,665
ENSG00000109220,1318
ENSG00000109255,975
ENSG00000109265,5939
ENSG00000109270,4226
ENSG00000109272,522
ENSG00000109320,6257
ENSG00000109321,1648
ENSG00000109323,8422
ENSG00000109332,10069
ENSG00000109339,9816
ENSG00000109381,8560
ENSG00000109390,1941
ENSG00000109424,1462
ENSG00000109436,5603
ENSG00000109445,2536
ENSG00000109452,14153
ENSG00000109458,10119
ENSG00000109466,3872
ENSG00000109471,1119
ENSG00000109472,2958
ENSG00000109475,3393
ENSG00000109501,4513
ENSG00000109511,1812
ENSG00000109519,4177
ENSG00000109534,2043
ENSG00000109536,1707
ENSG00000109572,8105
ENSG00000109576,2981
ENSG00000109586,6865
ENSG00000109606,8162
ENSG00000109610,2128
ENSG00000109618,6381
ENSG00000109625,5562
ENSG00000109654,9333
ENSG00000109667,6614
ENSG00000109670,10288
ENSG00000109674,2959
ENSG00000109680,3434
ENSG00000109684,6201
ENSG00000109685,19776
ENSG00000109686,7789
ENSG00000109689,6909
ENSG00000109705,2801
ENSG00000109736,3159
ENSG00000109738,3459
ENSG00000109743,2980
ENSG00000109756,12005
ENSG00000109758,2836
ENSG00000109762,4567
ENSG00000109771,7361
ENSG00000109775,2781
ENSG00000109787,6297
ENSG00000109790,5144
ENSG00000109794,5218
ENSG00000109805,4921
ENSG00000109814,4045
ENSG00000109819,10511
ENSG00000109832,3666
ENSG00000109846,3034
ENSG00000109851,1497
ENSG00000109854,2797
ENSG00000109861,11421
ENSG00000109881,3733
ENSG00000109906,6372
ENSG00000109911,2219
ENSG00000109917,3148
ENSG00000109919,2897
ENSG00000109920,7593
ENSG00000109927,7696
ENSG00000109929,5566
ENSG00000109943,2675
ENSG00000109944,4525
ENSG00000109956,11425
ENSG00000109971,4849
ENSG00000109991,2614
ENSG00000110002,6403
ENSG00000110011,2807
ENSG00000110013,7911
ENSG00000110025,4915
ENSG00000110031,2467
ENSG00000110042,6072
ENSG00000110046,7883
ENSG00000110047,7088
ENSG00000110048,5492
ENSG00000110057,3438
ENSG00000110060,2009
ENSG00000110063,3352
ENSG00000110066,8632
ENSG00000110074,5657
ENSG00000110075,8333
ENSG00000110076,10580
ENSG00000110077,6197
ENSG00000110079,2508
ENSG00000110080,4462
ENSG00000110090,6565
ENSG00000110092,4830
ENSG00000110104,2044
ENSG00000110107,2739
ENSG00000110108,2421
ENSG00000110148,2655
ENSG00000110169,3631
ENSG00000110171,6710
ENSG00000110172,10655
ENSG00000110195,1577
ENSG00000110200,2883
ENSG00000110203,1394
ENSG00000110218,2769
ENSG00000110237,9539
ENSG00000110243,1938
ENSG00000110244,1470
ENSG00000110245,866
ENSG00000110274,11851
ENSG00000110315,7820
ENSG00000110318,8191
ENSG00000110321,8655
ENSG00000110324,6546
ENSG00000110328,3627
ENSG00000110330,4517
ENSG00000110344,6576
ENSG00000110367,9885
ENSG00000110375,1106
ENSG00000110395,11465
ENSG00000110400,7701
ENSG00000110422,7958
ENSG00000110427,12318
ENSG00000110429,12446
ENSG00000110435,3760
ENSG00000110436,12331
ENSG00000110442,2839
ENSG00000110446,6118
ENSG00000110448,3221
ENSG00000110455,5826
ENSG00000110484,1508
ENSG00000110492,2170
ENSG00000110497,7673
ENSG00000110514,8353
ENSG00000110536,2740
ENSG00000110583,5321
ENSG00000110619,10037
ENSG00000110628,5316
ENSG00000110651,7394
ENSG00000110660,3717
ENSG00000110665,4199
ENSG00000110675,5856
ENSG00000110680,2128
ENSG00000110693,19632
ENSG00000110696,8675
ENSG00000110697,6449
ENSG00000110700,2186
ENSG00000110711,1640
ENSG00000110713,9913
ENSG00000110717,4523
ENSG00000110719,4384
ENSG00000110721,3877
ENSG00000110723,10843
ENSG00000110756,6425
ENSG00000110768,6939
ENSG00000110777,7416
ENSG00000110786,5497
ENSG00000110799,9925
ENSG00000110801,8778
ENSG00000110841,10330
ENSG00000110844,9444
ENSG00000110848,2832
ENSG00000110851,4777
ENSG00000110852,2638
ENSG00000110871,2523
ENSG00000110876,2843
ENSG00000110880,6532
ENSG00000110881,5745
ENSG00000110887,3883
ENSG00000110888,8360
ENSG00000110900,7113
ENSG00000110906,9865
ENSG00000110911,9823
ENSG00000110917,6723
ENSG00000110921,5618
ENSG00000110925,5228
ENSG00000110931,6928
ENSG00000110934,3976
ENSG00000110944,1041
ENSG00000110955,2268
ENSG00000110958,3315
ENSG00000110975,5082
ENSG00000110987,6563
ENSG00000111011,7556
ENSG00000111012,3440
ENSG00000111046,1465
ENSG00000111049,1542
ENSG00000111052,6795
ENSG00000111057,3218
ENSG00000111058,6121
ENSG00000111077,8093
ENSG00000111087,4204
ENSG00000111110,7063
ENSG00000111142,4491
ENSG00000111144,7350
ENSG00000111145,4648
ENSG00000111181,5683
ENSG00000111186,4305
ENSG00000111196,3033
ENSG00000111199,3765
ENSG00000111203,6250
ENSG00000111206,4784
ENSG00000111215,4697
ENSG00000111218,6644
ENSG00000111224,6194
ENSG00000111229,3025
ENSG00000111231,2595
ENSG00000111237,3211
ENSG00000111241,1209
ENSG00000111245,1362
ENSG00000111247,2572
ENSG00000111249,7648
ENSG00000111252,5682
ENSG00000111254,3668
ENSG00000111261,2807
ENSG00000111262,8361
ENSG00000111266,4039
ENSG00000111269,3922
ENSG00000111271,8926
ENSG00000111275,2169
ENSG00000111276,2811
ENSG00000111291,1124
ENSG00000111300,10121
ENSG00000111305,3007
ENSG00000111319,5876
ENSG00000111321,6276
ENSG00000111325,4608
ENSG00000111328,3107
ENSG00000111331,8251
ENSG00000111335,6264
ENSG00000111339,5214
ENSG00000111341,2639
ENSG00000111344,4813
ENSG00000111348,2102
ENSG00000111358,3907
ENSG00000111361,3627
ENSG00000111364,5714
ENSG00000111371,10013
ENSG00000111404,1549
ENSG00000111405,2679
ENSG00000111412,3061
ENSG00000111424,5674
ENSG00000111432,3282
ENSG00000111445,3248
ENSG00000111450,3723
ENSG00000111452,14720
ENSG00000111481,3901
ENSG00000111490,9032
ENSG00000111530,13655
ENSG00000111536,1075
ENSG00000111537,1218
ENSG00000111540,4611
ENSG00000111554,6549
ENSG00000111581,5516
ENSG00000111596,13186
ENSG00000111602,5072
ENSG00000111605,7190
ENSG00000111615,4706
ENSG00000111639,1453
ENSG00000111640,2975
ENSG00000111641,4687
ENSG00000111642,7474
ENSG00000111644,2843
ENSG00000111647,6616
ENSG00000111652,3113
ENSG00000111653,2736
ENSG00000111664,3437
ENSG00000111665,5653
ENSG00000111666,6004
ENSG00000111667,3738
ENSG00000111669,2700
ENSG00000111670,9620
ENSG00000111671,2452
ENSG00000111674,4281
ENSG00000111676,4762
ENSG00000111678,1806
ENSG00000111679,5009
ENSG00000111684,4724
ENSG00000111696,8722
ENSG00000111700,3735
ENSG00000111701,889
ENSG00000111704,2311
ENSG00000111707,5758
ENSG00000111711,3789
ENSG00000111713,3132
ENSG00000111716,2983
ENSG00000111725,6246
ENSG00000111726,2018
ENSG00000111727,5110
ENSG00000111728,14483
ENSG00000111729,1281
ENSG00000111731,6770
ENSG00000111732,3115
ENSG00000111737,4022
ENSG00000111752,6090
ENSG00000111775,1344
ENSG00000111780,552
ENSG00000111783,6783
ENSG00000111785,7791
ENSG00000111786,3744
ENSG00000111790,5971
ENSG00000111796,1448
ENSG00000111799,12476
ENSG00000111801,5658
ENSG00000111802,3082
ENSG00000111816,13318
ENSG00000111817,11498
ENSG00000111832,5909
ENSG00000111834,2840
ENSG00000111837,4378
ENSG00000111843,1321
ENSG00000111845,1800
ENSG00000111846,9052
ENSG00000111850,2923
ENSG00000111859,10359
ENSG00000111860,9462
ENSG00000111863,4150
ENSG00000111875,2517
ENSG00000111877,12496
ENSG00000111879,7766
ENSG00000111880,4826
ENSG00000111885,5514
ENSG00000111886,2230
ENSG00000111897,3137
ENSG00000111906,5946
ENSG00000111907,7595
ENSG00000111911,3311
ENSG00000111912,6737
ENSG00000111913,7697
ENSG00000111961,8598
ENSG00000111962,4563
ENSG00000111981,3142
ENSG00000112029,3823
ENSG00000112031,4273
ENSG00000112033,4458
ENSG00000112038,8074
ENSG00000112039,2554
ENSG00000112041,2958
ENSG00000112053,6036
ENSG00000112062,6826
ENSG00000112077,1912
ENSG00000112078,6239
ENSG00000112079,3576
ENSG00000112081,5283
ENSG00000112096,18985
ENSG00000112110,1375
ENSG00000112115,1859
ENSG00000112116,1067
ENSG00000112118,3650
ENSG00000112130,6575
ENSG00000112137,8489
ENSG00000112139,12385
ENSG00000112144,6259
ENSG00000112146,8164
ENSG00000112149,2471
ENSG00000112159,18602
ENSG00000112164,3105
ENSG00000112167,2925
ENSG00000112175,3952
ENSG00000112182,9786
ENSG00000112183,3444
ENSG00000112186,3637
ENSG00000112195,3302
ENSG00000112200,16416
ENSG00000112208,6870
ENSG00000112210,3075
ENSG00000112212,988
ENSG00000112214,2135
ENSG00000112218,6084
ENSG00000112232,2332
ENSG00000112234,8076
ENSG00000112237,5765
ENSG00000112238,3276
ENSG00000112242,4774
ENSG00000112245,5796
ENSG00000112246,9274
ENSG00000112249,11731
ENSG00000112273,2151
ENSG00000112276,5808
ENSG00000112280,7083
ENSG00000112282,7448
ENSG00000112290,3260
ENSG00000112293,4919
ENSG00000112294,5525
ENSG00000112297,8009
ENSG00000112299,3106
ENSG00000112303,2633
ENSG00000112304,4394
ENSG00000112305,4343
ENSG00000112306,767
ENSG00000112308,4134
ENSG00000112309,6565
ENSG00000112312,2476
ENSG00000112319,8968
ENSG00000112320,5774
ENSG00000112333,3733
ENSG00000112335,1842
ENSG00000112337,2560
ENSG00000112339,11099
ENSG00000112343,5345
ENSG00000112357,1832
ENSG00000112365,5519
ENSG00000112367,3608
ENSG00000112378,4290
ENSG00000112379,14877
ENSG00000112394,11159
ENSG00000112406,5614
ENSG00000112414,8473
ENSG00000112419,11224
ENSG00000112425,4820
ENSG00000112462,1869
ENSG00000112473,2845
ENSG00000112486,4226
ENSG00000112494,2699
ENSG00000112499,6171
ENSG00000112511,3596
ENSG00000112514,1876
ENSG00000112530,2573
ENSG00000112531,17368
ENSG00000112539,2725
ENSG00000112541,10384
ENSG00000112559,2523
ENSG00000112561,5648
ENSG00000112562,4032
ENSG00000112576,5300
ENSG00000112578,2248
ENSG00000112584,6029
ENSG00000112592,2038
ENSG00000112599,1113
ENSG00000112619,2974
ENSG00000112624,6688
ENSG00000112640,3314
ENSG00000112651,2539
ENSG00000112655,9024
ENSG00000112658,4262
ENSG00000112659,12251
ENSG00000112667,1250
ENSG00000112679,5686
ENSG00000112685,4989
ENSG00000112695,1922
ENSG00000112697,5123
ENSG00000112699,4304
ENSG00000112701,11417
ENSG00000112706,6156
ENSG00000112715,14431
ENSG00000112739,8016
ENSG00000112742,4579
ENSG00000112759,3433
ENSG00000112761,3201
ENSG00000112763,3753
ENSG00000112769,11575
ENSG00000112773,6053
ENSG00000112782,5961
ENSG00000112787,9309
ENSG00000112796,4264
ENSG00000112799,1254
ENSG00000112812,5290
ENSG00000112818,2892
ENSG00000112837,8469
ENSG00000112851,10216
ENSG00000112852,2736
ENSG00000112855,3422
ENSG00000112874,4304
ENSG00000112877,3658
ENSG00000112893,11815
ENSG00000112902,12097
ENSG00000112936,5223
ENSG00000112941,5187
ENSG00000112964,5871
ENSG00000112972,4702
ENSG00000112977,3361
ENSG00000112981,2387
ENSG00000112983,7046
ENSG00000112984,3958
ENSG00000112992,8245
ENSG00000112996,6202
ENSG00000113013,4751
ENSG00000113048,6511
ENSG00000113068,2156
ENSG00000113070,3018
ENSG00000113073,3635
ENSG00000113083,5468
ENSG00000113088,1570
ENSG00000113100,4203
ENSG00000113108,4784
ENSG00000113119,3502
ENSG00000113140,4831
ENSG00000113141,4096
ENSG00000113161,6215
ENSG00000113163,8697
ENSG00000113194,5954
ENSG00000113196,1738
ENSG00000113205,3173
ENSG00000113209,2904
ENSG00000113211,3186
ENSG00000113212,3715
ENSG00000113231,6944
ENSG00000113240,7924
ENSG00000113248,2653
ENSG00000113249,2151
ENSG00000113262,6695
ENSG00000113263,8604
ENSG00000113269,12822
ENSG00000113272,3220
